customer_id,became_member_on,gender,age,income
7e684e29d55d4003a95a8e70c04d973f,20180614,F,69,80000
a1823a6fd86b4d88905c5e9339c86db1,20170613,,118,
9f9eb9386d71451bb751acee1ab3603d,20180220,M,53,57000
3c08c9c72bd743bea16f48d167dfe0e7,20180127,F,29,43000
e633a5cfcd1b4915954a1172a879f6f1,20180110,M,63,31000
98c1b918a5ed47758c74bf3450b3dc2a,20171008,F,48,56000
9766bd644a6748b0a7d71b305a4e576a,20180605,F,48,58000
53ea5c4a167140e7afbe5afcc56d1107,20160110,M,58,71000
172078490b5d4027add9d498e5a8db95,20170920,F,72,87000
0b2c053116874c8abe7c1c4aa9af7e24,20180708,M,60,60000
c9c0e595d6b84dfc8bee2592160bee11,20131008,M,28,40000
9d3cf2c5c0ab49f98dff4babaa56211a,20180215,,118,
086f6cec7c6e4f5c9d401b015f39c764,20180301,M,53,32000
90dfdd37a816473ca7fd1fc806c657e2,20150906,F,68,105000
0bd0abaa6fca42d8b186c24c78358fa6,20161003,F,69,73000
99300e5d57214184a8f6486039b9eae8,20180511,,118,
30aad290db6a4c198edf5fd4c00c3553,20171021,,118,
9acbb111ba2f452cbbafabaf49138377,20140720,M,77,44000
a13d12b423c0443cbaa3815ce04ed056,20171129,M,27,45000
9d9762e2f526402aa214e18be86ecb0f,20170923,M,57,104000
76d3f11f0c614119a5c3d96dc28013be,20171210,F,76,65000
b94aefa7597140bf80049cf3516a4bc9,20160226,F,29,56000
9da8d70d1ce44f678219834a1b14b427,20170829,F,54,87000
686337f3cd1d4f548af8dcf79b727954,20170204,F,58,86000
8de27665b103421f840103be3a5b071c,20180507,F,89,100000
044a7e5bbe7f4c66a898ad1dc4bc0049,20180422,M,65,52000
6f4a8b6d5cdb46cf80e56a416e43e7b3,20140630,M,45,54000
be169db479dc428dbd49bec31058047a,20151013,O,55,63000
fac3b68123004528ad5a02842818eee5,20180526,M,20,41000
b88d5bca2d8046fc870ff7cf55e68623,20171118,M,52,56000
83050d3e8f1841469a596565018383f1,20170130,F,62,120000
09bed795bc814b4e9ab2cad8f8b78fc0,20160525,F,77,109000
ce5d2d20e95e40e5a9a6ead3545fb393,20170614,F,60,85000
7b16ed6d6af641b48ff87971211ee60f,20170428,M,48,53000
ebc3aaf34b8b409d87b2485e8c76621a,20160923,M,61,55000
2dbab8bd18a340eea8fe57fc492d6bdd,20180510,M,29,53000
3889324c08c44aaaa40cbd2fe19964db,20150520,M,71,38000
f7178f6391fc4b698ea2e04bd7ffe512,20180506,M,53,49000
8c54f6657313449b9f78e1f6b7a17aa9,20160804,M,83,90000
0ac4cc504d9047d3aac00d5c8417f784,20170726,F,53,87000
12b94bd1574647a8a7ffcb4ddbf3f044,20151028,F,67,109000
baa8971400b245f79072e0bb96c3b7a9,20150725,M,53,86000
9066980ec7ea44889f8b1d326b710ebc,20171019,M,39,58000
a9bbadc2f69b4da9bbe7ec7f6d4f6ff3,20160810,M,66,90000
13d3c1b4461a418ea65dd9ddc7ab77bf,20171005,M,72,36000
aed8e306eb214dc4991026c1005bff46,20161230,F,59,89000
73b88314a21d4117b72d50a537f8883c,20170718,,118,
6afa642622ef46e1b92f4135748e5fd8,20170403,F,75,71000
b945adc6b8ea4694afba86d644198719,20180608,M,77,87000
73fc80ed171440d3b993ad95ca598c94,20180212,,118,
ca4208aa39a14308b1a25c91f5db6137,20180412,,118,
7ffb919d222447e2af22712b28cf1a60,20170830,F,74,31000
526344b8d63d412fa9014ce5f6d12fc7,20171015,F,68,84000
c34b2bbea66543e6959258063efe9fbc,20180614,M,70,48000
4775a5d49fe74984a7a43e26c4114c8a,20171214,M,34,68000
38fd7e72884849348f4c46ee282868d7,20160510,M,59,64000
5f15c9e2974742c2a050b62254f71278,20151217,M,58,57000
867c1207f19944cfa45ed38a525d2a1a,20160110,,118,
fe648b0ff22c4c3eb08384f04dd23123,20180308,F,53,73000
da37610be80246f69cb4792b7ca4ec25,20140404,F,36,31000
297b3345329e48958386be1e8086e99f,20160208,M,48,60000
4744cfa970244d629b0a279fd2a468b2,20180530,M,71,119000
bb6e1c4b0c814c0d95fefd429c608295,20140919,,118,
244b3b12df524021b73a4ba9f2381001,20140218,M,73,93000
3c2f772174ea4c4fa501a2275a614876,20170917,M,45,35000
404bff404fbc4024bfd1da1134594b3f,20160718,F,61,58000
594a54b30903443eaed92514ea9960c7,20161017,F,84,64000
31b08456da224513ac85c76d39df3dc5,20160410,,118,
8bf8695026e34614b64f99cc3ebabfea,20161116,,118,
e353a8882c7c49169f14ae386fc66a9b,20171226,M,48,40000
e5c6a20a9e484510ab9977e353a07d60,20150930,M,62,65000
ff8bb9517a1e4ef18b63eb9f2ba67d9e,20180118,F,54,85000
3a912dda124a43719e766fe8af45f565,20160807,M,34,55000
235b49cfcbff4da581d9ec3a70f39a1d,20170914,M,41,36000
10af934bbfb641a49d9376d61dcb203a,20180320,F,64,108000
7097889fe4874f428905d2ecff9a6f91,20171009,F,62,59000
b66cb315b9944a749e25aee0d7dfe13c,20180128,M,87,33000
1ce8e5faa25f4daabdf8c43c1168cb17,20170720,F,35,33000
078808d49ac341a0a303212f258a3410,20180423,F,66,59000
70ae0b8c6a3f46888d5bd7c33759d7be,20160712,F,34,54000
60f5adf150c7473b96b25438a7bdf70b,20180422,F,32,70000
f08d85c4f74948a6b8af628cbfa42f70,20151022,M,55,70000
0345b2da6507473ca4400ed84dc6725a,20140130,F,70,31000
662befefa806458398069d386265009d,20160316,M,58,60000
5c36a3b1ae58409aae940938d81ac22c,20171113,F,43,70000
b36bf3f9b2534cdab28a1d6e2588e939,20170906,M,41,35000
b9856bf1ebd14d05a9a34df2e1d5008d,20171228,M,73,71000
c770251c32b84d59a17a8e591f9e0418,20161102,O,61,98000
29033cded35c48d99cf6ef99f91fad66,20160103,F,74,39000
05fc000adcf544ed9a726f45adac5896,20170413,F,58,68000
400b0b26df05490381f988a896541cf6,20150823,F,80,38000
54f3e89d8e054759917edc94ad6a2344,20180222,M,47,74000
701ad251cb8d46d49662b912ee2e3f6d,20171220,F,60,92000
7a88c1b8eb654e98b4595c642193d50d,20170421,F,33,51000
e4aa35b0f70e4c9ba48dc5f433b230e1,20180630,F,52,41000
43bff596145f4aaba066c31ff63e8a91,20151101,,118,
c55582773fa24fb8a0e217851a2b23ae,20170808,M,54,119000
a7c13d08e4e84411acb8fe51eb142dbe,20171121,M,44,73000
d537607dde6343a8811c7579e1547361,20171018,M,39,39000
a2b6a87946dd43bfa72d5617f87ece3f,20171205,F,27,33000
b6471ab102724837b8e65d46fc5b8184,20150807,F,75,86000
1029b283ed2d4fa8b3a97e2063fc8d4e,20170819,F,77,105000
43ae63b5a3fb43958427cde7ccdb202c,20180613,F,33,46000
f2c038ac9ea84e26bee2b0071be4edc6,20151225,F,69,112000
3b28568258854d9a98781aa1486c414c,20171102,F,34,58000
34064317a1c84e2f8872964d1d5a2a59,20160413,F,51,72000
d72b53c63ec747f281c16c1b3f536d72,20171014,,118,
fd6d4526affd423981d07933ade07f8c,20140812,M,63,46000
457a42a34c094847af06957361041750,20171029,M,47,50000
3b20451865674e2f8d94b0efd850b16e,20171106,M,34,44000
5bba0d9b9afa4179a8d90e1f66054178,20171027,M,33,46000
61cee6f526084729850eb09629ad69d2,20170921,M,47,54000
681135bb7b08436cb7488c666968993c,20160905,,118,
7d42182778104595bb6d5e920a767eca,20180718,F,77,74000
da7a7c0dcfcb41a8acc7864a53cf60fb,20170801,,118,
279e4e1e7b5741669a6f382b45ea203f,20160716,,118,
6af6ebeae23445e08771216db222ee25,20180710,M,62,41000
0305b52a24744a9bb660bffc6b39e884,20151218,M,51,114000
4e44f82e6e1f437d9889fbff180e69f2,20171112,,118,
acce25c39cfe46d6b308006d958c6252,20151121,F,25,48000
47b014746315472f8127c2031441506e,20171021,M,65,36000
eba549a734db42ff9b18e8a64ce46377,20140312,M,49,68000
23734b1dfcb94f9a8295153317a77c8c,20171204,F,80,52000
a7ae1cee383c42d080059d5e765456d3,20160501,M,76,111000
24ffb1b73fcc4f6bba82a9354eaf7744,20180318,M,56,58000
dbf3c96bcbc44cca9839344b4adcaddf,20160424,M,36,30000
13aadd16d0e64941aeb4d24d2037fcef,20180117,O,26,36000
06d7f5abc31b4a02836349333ac02f33,20170614,F,56,69000
befa139192644f5281eef72115c7c4e3,20170903,M,66,48000
a16c2818b2ab4065801b1be1f1fecaf3,20170915,,118,
6554060879714a809f2a3f2f781fb233,20171212,F,82,101000
25f66f03dbcb42f89a31b53d15a8f729,20180325,F,57,98000
1aa26e8aea6440de9acb1edd6085ce64,20180402,M,69,48000
10a5da9c4e80439286db884a52de6618,20180311,M,20,33000
61a90cab1e9a48e79734e2ec652c65a0,20180123,F,48,90000
51b78fab74014eec803261b88fe2955f,20161118,M,60,85000
b64b461c1e4547359eb09ad574ff6f5d,20151113,M,39,60000
147342333fb24de68e8e7a3ee22b267c,20180511,M,31,70000
03c0b69b3db24c70bba1622bc8dd8459,20160409,M,46,31000
4d36d82f2945426ba7a5ea413fe6159f,20160106,F,76,82000
cec1d23a78844da4bd75d65280e10716,20171025,F,62,88000
9f2fdda6613a446582d4c2f51520f344,20170625,F,55,71000
c68cee330a1b43b38c15b352a72215a6,20160115,F,39,50000
eb8236097e62433cac7051332337682a,20180327,F,49,43000
0390715ee2a4443eac8582a5941d61a9,20171003,M,57,60000
abdc98fc32234a17b962e035422289fd,20161229,M,18,47000
56fdfb2d2ffd46749286cf22f63029ca,20160325,F,21,70000
984ada73b03f4ed49177ff89ff121dd1,20180113,M,37,42000
106c1ac833bc4bf7a9a8a1bf22340cac,20160328,F,64,87000
65df8f20c8d94f7284c6e94556320a11,20170906,F,60,93000
21d4070aeb3b459580e2b21db2a2ed06,20180420,F,83,89000
5c88ee3a82f04c4387bafc80311cc038,20160821,,118,
a0c952fc76bb439092c0b42031e7e63d,20171010,F,62,104000
ea967850f34c413fa2fda78e735bb46b,20171017,M,22,43000
15ce94fa75264b5ebfc65f5944c482a9,20160426,M,46,56000
f140769bf21e43f08ad81e9a482c0a11,20170528,M,58,38000
ad520f42370b4a419a99368fbad31e21,20171005,M,40,70000
eaa201c5a4e84aa49f25b659d3948444,20160818,M,49,54000
d4d584a66aa74834b342315859315a62,20171008,M,78,74000
14eebb44a86943ba84953d42523855e5,20180705,,118,
03637e48ffda4bf9b73b079d03c0bbe3,20171217,M,35,48000
73d2f55a6c8240a2815efbe3ff95d171,20141126,M,69,92000
34e19e3dc5ea431a810374298da4d28b,20171124,M,23,74000
35ac1273610d47748c93124564f477df,20170120,,118,
df72761941ab427b9c8878508ad5814e,20131007,F,18,53000
8296312262cd4cc19872e53ad1e10345,20170624,M,44,47000
ff80a43ecb34439491bd9ae1cff7c5fc,20140204,M,54,57000
ce9cb5c521054dcc997b5170cf52a533,20150108,M,62,55000
f01a231790994432b3b75fd610642776,20150916,F,42,53000
5ca3fe3523ff45caa2f98bbc3f347000,20170929,F,97,52000
0854b236fc3b422d88cee4cb6d44ce0c,20180120,M,63,33000
9cbcf7c2e556460db4d7d0ded51fc076,20160604,M,32,53000
0f1c35c45ffa45deb5f96ca742409dc1,20140724,M,71,47000
6c4ff893f85842f9a2bb625fab182825,20180108,F,30,66000
0206e1388c34454caba2b7fce3123943,20170604,M,39,71000
dd2f15d3224349b3a54cbb4a91e89e0c,20160517,F,65,66000
ef79641ea67f41699a8a43855888f4f6,20140624,M,75,86000
de0945c55cec445aa4d4132d3c6118d3,20160310,F,44,100000
9304ae638b864c549c3b24afc9f5dee4,20180707,M,50,51000
94d27d5fe61849dc9ea33de8352011a7,20180703,M,21,43000
e18a016634be4e16a9ab52c094fd9daf,20160609,M,72,56000
232aded1c7bc40f8baf89f8ea81706a4,20170126,F,64,36000
d2678b66cabe423390376ece655685c0,20161218,F,47,55000
2930ffc2783e420985e350bc5a52a4d1,20180114,F,71,85000
b91aa6f2987247d99ab23e291e3065d1,20160517,F,26,41000
1410e1ea947d4ee2853edbdc9ba89f08,20180424,F,36,35000
0cc00e05b6be41e78d8385f64ccb5e15,20160913,F,60,118000
d5059ee547a24f9a92c5c6c9892e469d,20160804,F,49,53000
8d8eb830eb21469a98fc037cbf5ebdcc,20180722,M,38,50000
6adfab79d9114248b0e7295149bf98d8,20180422,M,45,43000
533ebfc687094b419d7a1148cb9616bf,20170329,M,47,70000
a331d5262bd94e99a47119c3a92c7afd,20160422,M,45,68000
e21713d1cb024b369cec2380fe2bb723,20141111,M,55,91000
daaa478470c54a9bb2a4c1d95b5a4e53,20170515,F,50,66000
8109d451a16e4e2690383f084e575a57,20160314,,118,
67f1a9d497ee467ca2a679c84bb387a0,20180509,M,24,70000
4c5faf98100a4b4d8837c55156439d8e,20150805,,118,
03533ca5a4244ca3ac48b9c8ccba8332,20161024,,118,
2db09869f648456788b2b7953ca32a35,20180217,,118,
c60af05a014f4a0fadfefdeae44312b5,20150802,F,51,119000
0252aa6f0dee4585ba886945c60f48f5,20180126,F,49,58000
0c8cb8d4ccdd4aa2a9bb93c3bf4b3dc4,20180105,F,60,78000
c391f36b80484cdeab41cb227a862fef,20160521,F,53,87000
e791350673c44c749c90ca39d3b28b4c,20140604,F,81,94000
461f33f4bfad4209944e465e620039eb,20180701,M,57,98000
f930b6a55d964983b34daa04e80ba3bf,20140717,M,46,58000
e3f56a59459a44469eaa6c12bc04afd8,20180301,M,32,61000
454587f835b74fa1aa422f76c57373c7,20160127,M,37,99000
a092308012d345749be1307a63acbae5,20170830,F,51,86000
fac959096aa4492db3b1114bc6f2cd27,20140305,M,58,67000
6d5d3deb2fa5428dbed81510623b83e1,20180630,M,51,65000
140d73b7ee7d4d75aefe61b2d823d19e,20180520,M,34,32000
10f7af1a6eb943e58c133d1043866c35,20170330,M,67,84000
d36ea7c10f2b4e619e70265f1be8b041,20160729,M,83,71000
13b05afb8c4249179074ce931636fc70,20170817,F,22,64000
3d9dd4ecd59c4b4db7b788d6c6d12126,20180519,M,55,57000
ec70faa2792f4ee19d67dca4957d285f,20180217,M,44,43000
9b1f748c79ae43bc93c10499159341f8,20180628,M,23,38000
e25246eda3e449d4be7ca3f32687042e,20160930,M,57,69000
02557fafcf334c30a22c312c5647f71a,20180416,M,45,43000
9af675b1fa8d47879fd65ac0835c70b8,20180706,,118,
66a04ad46d83408ea8e2e28e8ccf3300,20161123,M,76,85000
beb7f9bb1096496fa4a369be8d0c6137,20180203,F,61,105000
435e8d41374d4c9ca365a90566f28e0a,20180602,F,54,77000
fab3921ad34343d28dfb70c6217a1072,20160229,M,47,62000
1fa45d0a243c4303b070877b7e161d85,20171227,F,25,72000
d711ee0002d943abbf0aec37ca338b1b,20170304,M,58,54000
a9ff6647d6ff4e628a01102474ecba1c,20160708,F,50,63000
e2ff7a79c8364932afc45e9799128d18,20161025,F,36,46000
f772418ae6a041e5b4238505c14df1d9,20161224,F,55,71000
3a810b40b5814e57ac6fb8ebebec9d3f,20180420,M,37,56000
398d2fec9c9f4d759c5565caf97d1f80,20151221,M,53,87000
92eaea9385cb46af8ca6fe47adb7e279,20170401,M,68,33000
0faa918444744117808623014e14ce7e,20150429,M,34,52000
e1251ca419a84273a8a974fe61d3c69e,20160423,,118,
34133498709c4f2b95af0cc334171602,20151229,F,71,98000
11e648deac3b4a98ad5c10bb398fd393,20150311,M,68,44000
85bed66eecbf4340af74bbf0a363e1e0,20150917,M,20,66000
93372c50aa324bc799b9d5b74070ea21,20150825,O,43,78000
adc5dcc9dd1743b3b91f0fb4cc8f7cdf,20130926,M,61,81000
6482dbabe4164aecbb83a3286a42ad29,20151022,F,36,64000
0f1423b731ae48a2a82253abfc8d8c54,20171011,F,72,118000
5875bed7d3644a4db418a92e65dfc070,20151007,F,22,37000
6349163e4f06471aa8aee64cd3aeccc1,20180311,F,59,93000
f08366a9813843d2affd5f79164c2669,20131219,M,66,45000
60a1c4380a2744a5a73ff315147e073c,20160711,M,49,68000
016b37032984457fb33ba2767fcc8c9f,20140518,M,24,56000
e7f06b97577c4528a34fb6b5c47cf277,20160208,M,59,57000
3149365bc86c4f71ad6c665df05e6f6f,20180423,M,81,79000
f30a184f52714d5db004369913e5da91,20170801,M,19,56000
3236b3087cf1400290c121083d879efc,20170728,F,46,81000
5129a2a8e182466a9599c80e7226ea29,20150110,M,30,40000
0bfc794e24c146ceb5c899579e77b940,20170323,F,62,78000
34b216d046e74a53adf47e99b819c882,20150804,M,71,86000
5419d29bda4e48e68165a57e3e78370a,20180720,F,37,56000
58e87f3a869142f592332fbdf0181869,20150911,F,33,47000
97469d07866748b5bd85df35643b9dca,20171123,M,37,49000
af1389c7049448c1a6c0dab6507e3c19,20170829,F,60,82000
bd35a0c619654fa28d2bc099d2f16b9e,20150905,M,52,92000
bb700a9162344956994b2eba35b9f0d9,20171105,,118,
bd925120547040cb9bb7d2a737d01c14,20171019,O,32,37000
9da5eab04268483ca929019de255c51f,20151019,M,92,60000
62e0a89f636546a784c46ed29e80393c,20180219,M,56,58000
a3409086ef1a41b9b62c6756c1c13b0f,20170920,F,57,74000
8c0641caa08e4a38b8a58c7643f3698e,20160903,M,43,38000
b923ef146c9d48518edc006f611f0f5c,20170825,M,58,96000
7b1e717070724a7c8d5422dd04abf78a,20160419,,118,
b9d07d53d8944f4b865990b52e532710,20160924,,118,
6745a29fd137422c86b573d1f5c2a9ab,20180512,,118,
f5b4179544084392b364f21da3f7aa0e,20150531,M,53,65000
7c67fa6c747e41b784c0065e240eb3ec,20170525,,118,
8dde4b781285452389601b43a0ff09b0,20171230,M,38,58000
9c563cf237064fd39cf150e0d386c135,20160204,,118,
2c92470dae4648e6aa187fc5bf7668e8,20151208,M,22,46000
8d50d555f002482bacd7d80c68ae452c,20170804,F,20,35000
9538885fe02043ecab2b8788748bc30b,20150919,M,72,117000
a091725845c84b5d99ebe066c5d18b34,20170203,M,80,75000
f49e624a9f79456ab29e3c19f4b8e8cf,20141012,M,33,32000
6c9fc742d9d649f886b4f4767cc989dd,20171002,F,30,47000
37914e7098564748881057bfa6ffc070,20180310,M,42,95000
77a02de10fd64530a6ec57afdb17daa0,20171123,F,53,71000
ae42972c2f1a4c5e911a1d5f2e59bde3,20170405,,118,
2193267a91d747dfa7197bb39c78b2e5,20170312,M,63,86000
31a2d76eb6594488967214b82e762223,20170322,M,68,87000
5770f870cc264f5da99dc233025f2d83,20171009,M,30,62000
39d2d4db61e341bfa1387efa5f5125d3,20170504,F,62,86000
763fa29914a941f98d8b84b539b9afef,20160212,F,29,33000
752703458de14e35b72c8030b8548eab,20180524,F,49,111000
ea211c4dc01340f5a537edadab883244,20180329,M,55,76000
4208fdb8007e44f989539c206e9c277c,20170706,F,76,103000
bbbeb7c9d80649e79aa7a7862e1efc1c,20160114,M,22,42000
078d8748630a4a66ba59d6ed6cc023bf,20170827,O,90,63000
a328464197cf4c61a1f053fc28035a7c,20180216,F,39,80000
d12bcab81d0e4479817a2c0cbd9909a6,20170904,M,34,53000
2e8155ddda4f4f6683b9759ced75431f,20180722,M,50,41000
84771b14c92d4c299f9295d9a4ea0a14,20141221,F,60,44000
f24138ccddcb46dcb316a5d09f17a50a,20180315,M,63,54000
26982ffe1e974c71bed1036e5ce0c167,20160301,,118,
e23d0189d573404e864a10ecd2817520,20161116,M,32,57000
65b016b2a4b5404187395c8ca9a8e00d,20180612,M,42,59000
db425a7d519f4b2eb851feff7a545667,20160906,F,25,54000
b7e641061b4345f1adfffffad7e7afdd,20160303,M,20,31000
7bbc25282b1c4f07a2c2bf2495b0f252,20180215,F,70,92000
b6d35c42216046cfb40d2154b8bfbe73,20160731,F,59,67000
e1baa8a62e8043a69374074dc6b09403,20131110,M,58,61000
9f9651ad180f4b6291a58455eee9f2ff,20150113,M,38,54000
f37e5fb31b894ab58fbbaae0e6d1f912,20180525,F,56,96000
9468b65cdffb44f88b038f53de5595ce,20180306,F,32,37000
073ff5dc4bee4e8c97ab421c19e50549,20171225,F,58,30000
88054a37ec84477a84a9473844069827,20140821,M,22,60000
7b22cfa199094dafb728bc210cf0909a,20171217,M,66,70000
c6b488c23a9341499ceb9963abfdd3b2,20180220,M,62,56000
d8646eddea324b1eaa42bbe3b45769e1,20130918,M,64,71000
058e76ac9080489993e6adfbb943fd8d,20160723,F,63,95000
192e253ecece40778a40ddc4aec12b1c,20170822,F,71,80000
7014f7a0150f47a8a187af8249c21bc5,20140828,M,66,82000
a9f2f3b42bbb4808a43dba4eddc31e41,20170723,F,51,87000
3c67bf028e684c71b3b3dca7a55522fa,20180527,,118,
19eff2554d094649a115ea5320dd9e8a,20180213,M,65,90000
8a25b97de310488ca4b84c0c11c7d410,20180123,M,54,42000
257ea016615b44b9ba7caca046d0261a,20150920,F,35,54000
196707e58dd34889905f2c4c3089ed5a,20160729,M,42,51000
18d309bd61ca40b8b5885c8d3d11e83a,20180225,M,21,34000
d0730c86e9f34da1a8d458c28ab5bd49,20170120,F,65,70000
0d24afa153544549ac3117f32fdd9072,20160213,F,65,60000
7b1b0b6cbce6475ebb6c8945c29cd79f,20171109,M,50,53000
1bc9c50db8e849e78f6491bda9e9f7cb,20160108,M,55,59000
5627d082d908490aaac42034255a91b5,20150923,M,57,58000
eb540099db834cf59001f83a4561aef3,20170929,F,66,34000
0914283b4a2948d18d7978e28f10ef1f,20180719,,118,
e4004aec99604b0585c76947dbec6b9e,20180724,F,68,76000
17886bc7528448fb92f70ff2c5676bac,20171004,M,65,91000
2bf7e519dfca407c8287f756717345b9,20171207,,118,
49295418cdfb40aba2dba760b44a0a08,20170310,F,44,34000
b857481919e44cf29b036eca3217d2da,20171030,M,69,72000
f87944dae046445aaa22f7665599a5eb,20180123,F,54,70000
8ba283a95f6c419daa338eccdd19e77d,20171211,M,39,40000
91c5a185b1c54958834e4f3fae8b31b4,20170203,F,22,54000
1e31fe91b54e41f98c146158fe404f1f,20161002,F,82,59000
dfdd34f61d0645bca2d61e97073f134c,20171020,M,76,59000
a5431e42ade040998067339b7bd2833a,20180625,,118,
6e62fe9276624cffa4c8f6ca0e41742d,20171224,M,20,45000
d863024f0db64e079769240173649f74,20150527,M,58,90000
f9baaa05c8dd4474b975b5ac852e3a58,20180119,F,48,70000
7b566bc827bf4cc8bf4ceccee470731d,20180516,M,37,32000
5c59075ce60b48029123d6a466604e44,20170830,F,60,37000
1541564cf2d14ec0ab27872f19acc4ba,20170529,M,32,50000
e358542b39ab4000a673bcc6ff7a4c7d,20180528,M,65,43000
62d5b9f500494d5293e71f2be052962b,20161016,F,58,92000
fd77e2de07bc4c2bb93399f5d765198a,20160207,F,36,70000
a44050d518e8454e8c5fb7d47055e8e0,20180120,M,65,73000
5aff1ed327694a849b9b51e8125e2be9,20171019,M,37,34000
1e8afbff73494145a26f9b5475dfc9f6,20160823,F,49,100000
ad7ae900636d44eea472ecfa2b8dbd6f,20170820,M,54,73000
cc792ce461ae47349b1f017fa09a33e4,20180423,M,56,52000
009d10c2c38a4fd795a7bc6ddbbddb78,20180627,,118,
af4919b9f0f04ec889c274703535c746,20180326,,118,
fe945f721a16479fa241628d96213062,20150102,M,78,52000
d7e3b10e486741ec81540edbf7d77c7c,20180406,M,51,68000
f094fae8936e4c38b5bef23428f71961,20170728,,118,
541c158d0fb041f69c9d457c0ca25ef2,20170727,M,54,48000
3fd1c26b6323485da797981fe792204c,20170824,M,48,60000
705644ad87c44c09bfc8162c85ec7368,20170823,F,53,102000
4d4b57c45d834cd79bf78f6fcc7c1c2c,20180228,M,67,59000
48a31c17273d476c87571c44ddf3e667,20180301,M,50,37000
70e5c106ec084acabc0644f12ced1069,20150910,F,59,35000
2100a915e90a4078b87eefe030c6aba3,20180423,F,66,52000
e28ff05c85ee48f4b7d25eabfbd63f3a,20160409,M,62,48000
71b61cc2a3004060b66070ff75168a17,20160921,M,50,31000
1775c6a3acb04982b2c8c1d68c3da7d0,20171104,F,56,51000
94911d57e50a4a758da708b99bcfe8b0,20151218,M,76,77000
a2581535c17747378c5c34d3a5775e88,20171027,F,37,40000
9261954a4ea54ef2ae8b35f21c976833,20170407,F,69,64000
3144307f20fa4971ad796f6839058e18,20131124,M,41,98000
6d59a38df44f4ba582b95df14531306b,20160617,,118,
bd70a3196c6c46ffa4738581c64e29d5,20160916,M,64,34000
a551a070a9484cd69ca431f79b98f056,20151022,M,66,77000
02b5aa5725f94bcb94ca58208015b7bc,20161028,M,65,46000
dba9c559e33745ee9e014eed0949bd56,20180617,M,72,74000
1af14c6190374b5090361b4dcc6384ca,20171211,F,58,77000
7d2f4592e232437d92e875ba21c03bc4,20161205,F,59,98000
cf7cd076d6484830b15e97bf82eafa2d,20170309,M,64,84000
8e62dbff5dac441391ee3a5564270085,20180314,M,51,42000
53037c5ec1e5495d87242be14ed88ca3,20180220,M,25,30000
bf836d9e0ff34ac9a38230fe0f5e189f,20171227,F,75,89000
5f945410e9c9402f9438e94d3743c25c,20151122,F,78,80000
4b4be4fd3baf4e8b834fccd38ca81fbd,20150922,M,89,57000
c78abf0d352b461dbe40bc500a591491,20161012,,118,
131acac3f21b430bb6c0df9fa77b4b08,20171010,F,80,74000
9de31fee7f30464393538af0873513a7,20160302,M,63,78000
a3cbf6d9d9f541b6b3c1e318ba227b87,20160630,M,43,39000
154dfaa196014a438640028a7e4101d4,20180118,F,49,54000
51db724d68504ec18a007f9c8daee285,20180722,F,60,92000
f0ea4ff9485045ffb647a09f3b9c3063,20180126,O,74,65000
8c9500af93b24a80bf3296c9514ae5ce,20150831,F,54,99000
92fbbcb6323f43b087bb5e9ae6ee1eca,20170923,F,46,33000
da9e3b4b8c8a42a290186283a02b950d,20180523,F,74,35000
8e61c1ebbd2e48afa8588515534446b3,20171030,M,37,45000
164eb906d6254ccf9e7a1a9c76dcda23,20180714,M,80,48000
b13e68942b4a47f6b0aa518eb69adb47,20160103,F,69,62000
48e4a6aa9b3246f0b59d9ae7bc91c707,20180101,M,19,37000
5ea3a25585c1450f951021fffe2e4237,20150902,M,39,91000
1f47e62e6e224220b1e15b79c621f54b,20150919,M,53,55000
51a798763c81413ca71c4f1f0530a61c,20180523,F,45,75000
93a7bc82e2714a83b8290b4051195cfc,20180104,M,40,35000
00ee69db83964d6da32f8109b32a1ce7,20180114,M,45,52000
c0bbc13872474c63a83e8b503bb88f72,20150906,F,58,85000
819cb059e86f4a8a92beca0fd172d36c,20151007,F,50,95000
50de807eb2234a74a5daf0f7daef6fac,20180310,F,79,76000
4dfdf796b60e475fbfd690d1bc1e938f,20161207,F,64,106000
086948f6255845fca809c982f452e311,20180423,M,42,54000
4255371be3b243fd842bc88be8d80ff0,20160619,F,46,58000
d52343d699514a84be29aa801602440f,20171220,M,76,64000
8a7ee6531f1043feb0c398b8e4549e41,20160728,,118,
5e4c04da5ccb48beab8b5644c14dabb2,20150922,F,83,115000
a20a5afb5baa4f6aad21c997d876756c,20150919,M,67,88000
8a5a1b0ec1114a56be3551e5783130ea,20180321,F,47,34000
61b362601d934a5998c6d40737f5a62e,20170209,F,64,72000
1bdb72b74a1c45dfaa55fde628c23580,20171217,,118,
4409c9f2144b4599b4a8cffba0dc903f,20180613,M,64,76000
2f9beaaecbd641ff9da53e045b591d33,20171227,M,51,104000
7ed2f2883b4245beaf0d19d9af29aa01,20171113,F,20,49000
f57a566c23ad4a1fbc4d566101de91e6,20180224,F,21,50000
42047da7b4444c408754ec94d113ee5f,20170928,M,47,46000
3c0eb58dc0d7443fa97c4cdc2996728a,20180313,M,53,98000
cc78f8a770c64097a5f2cc4676a8e290,20180525,F,19,65000
4526ede6c97943c7ba22e20da6c88777,20180604,F,58,58000
4e7faafbade946d1a77833a96461b8c7,20160913,F,51,82000
ef5eef96bdae4be1af0e10ea52295ece,20160827,M,79,105000
a155c47e0f8b40efa3ff1f16112f8f68,20170823,,118,
